shipment_id,route_id,date,delay_minutes,cost_usd,temp_c,status
SHP17082,RT02,2017-05-30,12,63.65,3.4,delivered
SHP17083,RT01,2017-05-31,7,37.89,3.7,delivered
SHP17084,RT02,2017-06-01,12,90.72,7.0,in_transit
SHP17085,RT03,2017-06-02,11,58.96,3.5,delivered
SHP17086,RT03,2017-06-03,8,62.81,5.4,delivered
SHP17087,RT04,2017-06-04,10,57.72,5.4,delivered
SHP17088,RT03,2017-06-05,8,50.26,3.7,in_transit
SHP17089,RT04,2017-06-06,9,79.42,5.8,delivered
SHP17090,RT02,2017-06-07,13,92.7,6.1,in_transit
SHP17091,RT01,2017-06-08,8,97.3,6.1,in_transit
SHP17092,RT02,2017-06-09,6,78.22,2.0,delivered
SHP17093,RT03,2017-06-10,9,41.09,5.8,in_transit
SHP17094,RT04,2017-06-11,8,38.81,4.6,delivered
SHP17095,RT01,2017-06-12,12,32.59,4.1,delivered
SHP17096,RT01,2017-06-13,14,30.04,7.8,delivered
SHP17097,RT03,2017-06-14,14,32.35,7.6,delivered
SHP17098,RT04,2017-06-15,7,83.67,2.4,delivered
SHP17099,RT04,2017-06-16,9,68.57,5.3,in_transit
SHP17100,RT02,2017-06-17,15,84.73,7.6,delivered
SHP17101,RT02,2017-06-18,13,55.71,5.3,delivered
SHP17102,RT04,2017-06-19,7,33.02,4.6,in_transit
SHP17103,RT04,2017-06-20,7,35.28,6.8,delivered
SHP17104,RT01,2017-06-21,4,86.31,5.2,in_transit
SHP17105,RT03,2017-06-22,5,59.12,6.3,delivered
SHP17106,RT02,2017-06-23,8,89.64,3.0,in_transit
SHP17107,RT03,2017-06-24,4,48.48,5.4,delivered
SHP17108,RT01,2017-06-25,8,48.41,4.6,delivered
SHP17109,RT03,2017-06-26,10,70.15,5.3,delivered
SHP17110,RT04,2017-06-27,10,74.77,5.8,delivered
SHP17111,RT02,2017-06-28,8,59.94,6.9,delivered
SHP17112,RT03,2017-06-29,8,96.38,2.0,delivered
SHP17113,RT04,2017-06-30,6,62.78,5.8,in_transit
SHP17114,RT01,2017-07-01,9,78.28,3.5,in_transit
SHP17115,RT04,2017-07-02,9,60.1,4.2,delivered
SHP17116,RT03,2017-07-03,15,62.06,5.4,delivered
SHP17117,RT04,2017-07-04,10,87.46,2.9,in_transit
SHP17118,RT03,2017-07-05,7,71.32,0.1,delivered
SHP17119,RT03,2017-07-06,7,79.16,5.7,delivered
SHP17120,RT04,2017-07-07,15,40.53,3.0,in_transit
SHP17121,RT03,2017-07-08,8,93.82,5.3,delivered
SHP17122,RT02,2017-07-09,11,42.83,4.5,failed
SHP17123,RT03,2017-07-10,10,32.9,5.5,delivered
SHP17124,RT02,2017-07-11,9,73.36,9.1,delivered
SHP17125,RT04,2017-07-12,7,46.82,7.8,failed
SHP17126,RT01,2017-07-13,15,79.89,4.0,delivered
SHP17127,RT01,2017-07-14,16,96.46,5.0,delivered
SHP17128,RT03,2017-07-15,15,64.11,8.4,delivered
SHP17129,RT01,2017-07-16,7,65.54,4.2,failed
SHP17130,RT04,2017-07-17,15,53.14,9.7,delivered
SHP17131,RT03,2017-07-18,6,72.83,4.3,failed
SHP17132,RT03,2017-07-19,11,58.36,4.3,delivered
SHP17133,RT03,2017-07-20,13,77.27,4.3,in_transit
SHP17134,RT03,2017-07-21,15,95.62,8.4,delivered
SHP17135,RT01,2017-07-22,9,37.52,4.8,delivered
SHP17136,RT03,2017-07-23,11,73.06,3.9,delivered
SHP17137,RT03,2017-07-24,13,75.94,2.3,delivered
SHP17138,RT03,2017-07-25,5,83.11,8.4,delivered
SHP17139,RT04,2017-07-26,3,90.01,5.6,delivered
SHP17140,RT03,2017-07-27,16,82.01,4.8,delivered
SHP17141,RT02,2017-07-28,11,52.22,8.3,failed
SHP17142,RT02,2017-07-29,10,63.54,5.0,delivered
SHP17143,RT03,2017-07-30,14,42.05,4.1,delivered
SHP17144,RT03,2017-07-31,9,43.77,4.3,delivered
SHP17145,RT01,2017-08-01,7,51.46,4.1,delivered
SHP17146,RT02,2017-08-02,13,91.22,7.2,delivered
SHP17147,RT02,2017-08-03,4,71.34,3.9,delivered
SHP17148,RT03,2017-08-04,10,30.8,3.9,delivered
SHP17149,RT02,2017-08-05,11,85.19,6.0,in_transit
SHP17150,RT02,2017-08-06,4,81.92,4.5,delivered
SHP17151,RT04,2017-08-07,8,67.92,7.4,delivered
SHP17152,RT03,2017-08-08,10,42.57,5.6,delivered
SHP17153,RT03,2017-08-09,11,45.94,3.5,failed
SHP17154,RT04,2017-08-10,11,56.84,7.8,delivered
SHP17155,RT02,2017-08-11,4,63.36,5.7,delivered
SHP17156,RT04,2017-08-12,8,83.42,4.2,in_transit
SHP17157,RT02,2017-08-13,8,42.29,5.3,delivered
SHP17158,RT02,2017-08-14,4,48.97,8.5,delivered
SHP17159,RT02,2017-08-15,14,65.91,1.2,delivered
SHP17160,RT01,2017-08-16,7,94.38,2.6,in_transit
SHP17161,RT02,2017-08-17,7,75.4,3.7,in_transit
SHP17162,RT02,2017-08-18,8,69.32,8.1,failed
SHP17163,RT01,2017-08-19,9,35.33,5.8,delivered
SHP17164,RT02,2017-08-20,12,61.88,5.0,delivered
SHP17165,RT01,2017-08-21,10,82.26,3.3,delivered
SHP17166,RT03,2017-08-22,11,56.66,4.1,delivered
SHP17167,RT01,2017-08-23,15,53.47,5.8,delivered
SHP17168,RT03,2017-08-24,7,86.98,4.6,delivered
SHP17169,RT02,2017-08-25,12,72.55,4.1,delivered
SHP17170,RT03,2017-08-26,13,52.43,5.1,in_transit
SHP17171,RT01,2017-08-27,14,95.38,7.7,delivered
SHP17172,RT04,2017-08-28,8,80.18,3.6,delivered
SHP17173,RT01,2017-08-29,10,34.61,5.0,delivered
SHP17174,RT04,2017-08-30,17,99.17,4.1,in_transit
SHP17175,RT04,2017-08-31,8,39.41,3.3,delivered
SHP17176,RT04,2017-09-01,5,49.26,6.8,delivered
SHP17177,RT03,2017-09-02,7,71.67,3.5,delivered
SHP17178,RT01,2017-09-03,9,52.14,6.3,delivered
SHP17179,RT02,2017-09-04,13,47.79,6.8,in_transit
SHP17180,RT01,2017-09-05,5,37.6,7.1,in_transit
SHP17181,RT01,2017-09-06,14,48.51,1.2,delivered
SHP17182,RT03,2017-09-07,8,92.64,5.7,failed
SHP17183,RT01,2017-09-08,7,59.84,8.6,delivered
SHP17184,RT01,2017-09-09,10,48.65,4.0,in_transit
SHP17185,RT04,2017-09-10,11,39.58,5.1,delivered
SHP17186,RT02,2017-09-11,4,32.82,3.2,delivered
SHP17187,RT02,2017-09-12,9,76.03,5.9,delivered
SHP17188,RT03,2017-09-13,8,83.51,5.3,delivered
SHP17189,RT03,2017-09-14,6,98.62,7.6,in_transit
SHP17190,RT01,2017-09-15,5,34.85,8.5,delivered
SHP17191,RT02,2017-09-16,7,31.58,6.9,delivered
SHP17192,RT01,2017-09-17,10,90.87,5.7,in_transit
SHP17193,RT03,2017-09-18,11,40.35,3.7,failed
SHP17194,RT04,2017-09-19,11,73.93,1.8,in_transit
SHP17195,RT02,2017-09-20,7,66.22,5.4,delivered
SHP17196,RT02,2017-09-21,8,69.67,1.1,in_transit
SHP17197,RT01,2017-09-22,6,88.43,6.6,in_transit
SHP17198,RT02,2017-09-23,9,62.58,4.5,delivered
SHP17199,RT01,2017-09-24,7,52.34,0.2,delivered
SHP17200,RT02,2017-09-25,10,95.75,1.8,in_transit
SHP17201,RT01,2017-09-26,10,80.37,3.8,in_transit
SHP17202,RT02,2017-09-27,13,73.36,3.9,delivered
SHP17203,RT02,2017-09-28,8,98.25,6.2,delivered
SHP17204,RT02,2017-09-29,7,90.32,2.8,in_transit
SHP17205,RT03,2017-09-30,8,32.52,2.9,delivered
SHP17206,RT04,2017-10-01,5,75.06,2.6,delivered
SHP17207,RT03,2017-10-02,10,85.1,6.1,failed
SHP17208,RT02,2017-10-03,10,43.46,4.8,delivered
SHP17209,RT04,2017-10-04,14,95.65,3.5,delivered
SHP17210,RT02,2017-10-05,6,63.54,6.0,failed
SHP17211,RT01,2017-10-06,11,35.88,3.6,delivered
SHP17212,RT03,2017-10-07,13,59.54,7.4,failed
SHP17213,RT04,2017-10-08,10,81.85,7.0,in_transit
SHP17214,RT01,2017-10-09,9,65.37,2.6,delivered
SHP17215,RT03,2017-10-10,10,98.72,3.1,delivered
SHP17216,RT02,2017-10-11,14,91.15,5.1,delivered
SHP17217,RT01,2017-10-12,10,95.77,5.4,in_transit
SHP17218,RT02,2017-10-13,9,53.84,5.7,in_transit
SHP17219,RT02,2017-10-14,10,32.29,3.6,delivered
SHP17220,RT01,2017-10-15,8,36.66,3.6,delivered
SHP17221,RT03,2017-10-16,13,99.47,2.6,delivered
SHP17222,RT01,2017-10-17,11,60.14,7.6,failed
SHP17223,RT01,2017-10-18,11,36.36,2.8,delivered
SHP17224,RT01,2017-10-19,12,84.5,4.4,delivered
SHP17225,RT03,2017-10-20,10,58.75,3.5,delivered
SHP17226,RT01,2017-10-21,16,97.0,1.3,in_transit
SHP17227,RT04,2017-10-22,11,99.26,6.0,in_transit
SHP17228,RT04,2017-10-23,10,90.49,1.1,delivered
SHP17229,RT04,2017-10-24,14,39.86,3.0,delivered
SHP17230,RT02,2017-10-25,19,45.85,7.0,delivered
SHP17231,RT02,2017-10-26,4,69.37,4.0,delivered
SHP17232,RT04,2017-10-27,14,65.58,4.3,delivered
SHP17233,RT02,2017-10-28,8,51.54,1.0,delivered
SHP17234,RT03,2017-10-29,13,58.76,7.2,delivered
SHP17235,RT03,2017-10-30,7,35.53,7.3,delivered
SHP17236,RT03,2017-10-31,8,82.3,8.2,in_transit
SHP17237,RT02,2017-11-01,8,62.47,6.4,failed
SHP17238,RT03,2017-11-02,9,71.31,4.4,delivered
SHP17239,RT04,2017-11-03,4,70.96,4.8,delivered
SHP17240,RT02,2017-11-04,13,50.03,8.5,in_transit
SHP17241,RT01,2017-11-05,5,69.01,4.8,delivered
SHP17242,RT02,2017-11-06,8,83.89,5.6,in_transit
SHP17243,RT04,2017-11-07,6,61.98,3.7,in_transit
SHP17244,RT03,2017-11-08,11,74.39,7.4,in_transit
SHP17245,RT04,2017-11-09,8,59.78,3.6,in_transit
SHP17246,RT02,2017-11-10,7,47.65,5.3,delivered
SHP17247,RT03,2017-11-11,3,41.89,5.1,failed
SHP17248,RT02,2017-11-12,8,91.61,6.8,delivered
SHP17249,RT02,2017-11-13,11,74.78,1.8,in_transit
SHP17250,RT01,2017-11-14,12,59.4,3.6,delivered
SHP17251,RT04,2017-11-15,14,89.46,6.7,in_transit
SHP17252,RT02,2017-11-16,11,62.77,4.8,in_transit
SHP17253,RT04,2017-11-17,11,58.38,2.7,delivered
SHP17254,RT03,2017-11-18,15,57.79,2.3,delivered
SHP17255,RT01,2017-11-19,13,34.87,7.4,delivered
SHP17256,RT02,2017-11-20,10,42.85,4.7,delivered
SHP17257,RT04,2017-11-21,12,30.24,5.1,delivered
SHP17258,RT02,2017-11-22,16,83.69,8.1,in_transit
SHP17259,RT01,2017-11-23,9,36.23,3.4,delivered
SHP17260,RT02,2017-11-24,5,82.49,5.2,delivered
SHP17261,RT01,2017-11-25,7,68.3,3.9,delivered
SHP17262,RT04,2017-11-26,10,90.43,3.7,delivered
SHP17263,RT03,2017-11-27,16,30.22,3.2,delivered
SHP17264,RT01,2017-11-28,14,31.82,4.8,delivered
SHP17265,RT04,2017-11-29,11,58.43,3.8,in_transit
SHP17266,RT02,2017-11-30,9,52.99,8.6,delivered
SHP17267,RT04,2017-12-01,10,36.03,6.3,delivered
SHP17268,RT02,2017-12-02,17,92.28,8.8,delivered
SHP17269,RT03,2017-12-03,12,55.69,5.8,delivered
SHP17270,RT04,2017-12-04,9,51.57,8.1,delivered
SHP17271,RT03,2017-12-05,9,88.82,4.8,failed
SHP17272,RT03,2017-12-06,16,72.74,5.4,delivered
SHP17273,RT01,2017-12-07,12,51.28,2.2,delivered
SHP17274,RT04,2017-12-08,9,54.55,7.6,failed
SHP17275,RT03,2017-12-09,12,36.02,4.5,delivered
SHP17276,RT01,2017-12-10,11,95.31,1.6,delivered
SHP17277,RT03,2017-12-11,5,33.21,8.0,delivered
SHP17278,RT01,2017-12-12,7,89.35,0.7,delivered
SHP17279,RT02,2017-12-13,4,99.62,4.9,delivered
SHP17280,RT04,2017-12-14,7,39.44,5.8,in_transit
SHP17281,RT02,2017-12-15,15,97.79,4.8,delivered
SHP17282,RT03,2017-12-16,7,63.09,4.1,delivered
SHP17283,RT03,2017-12-17,10,73.62,6.1,delivered
SHP17284,RT02,2017-12-18,9,45.88,7.7,delivered
SHP17285,RT02,2017-12-19,11,40.41,4.0,delivered
SHP17286,RT01,2017-12-20,8,52.57,3.6,failed
SHP17287,RT03,2017-12-21,12,85.36,6.2,failed
SHP17288,RT03,2017-12-22,8,47.99,7.6,in_transit
SHP17289,RT04,2017-12-23,9,98.91,3.0,delivered
SHP17290,RT02,2017-12-24,12,82.53,3.9,in_transit
SHP17291,RT02,2017-12-25,14,32.47,1.7,delivered
SHP17292,RT01,2017-12-26,13,58.4,3.5,delivered
SHP17293,RT02,2017-12-27,9,42.12,5.2,failed
SHP17294,RT01,2017-12-28,7,53.23,5.2,delivered
SHP17295,RT01,2017-12-29,7,66.33,5.0,failed
SHP17296,RT02,2017-12-30,13,40.59,5.2,in_transit
SHP17297,RT04,2017-12-31,10,36.68,7.1,delivered
SHP17298,RT01,2018-01-01,13,33.95,7.4,delivered
SHP17299,RT01,2018-01-02,12,56.19,3.9,delivered
SHP17300,RT03,2018-01-03,16,36.11,8.5,delivered
SHP17301,RT03,2018-01-04,11,72.91,6.3,delivered
SHP17302,RT03,2018-01-05,9,55.12,5.0,delivered
SHP17303,RT04,2018-01-06,12,37.41,4.0,in_transit
SHP17304,RT03,2018-01-07,12,47.53,4.8,delivered
SHP17305,RT03,2018-01-08,5,37.75,3.7,failed
SHP17306,RT01,2018-01-09,8,94.54,7.2,in_transit
SHP17307,RT03,2018-01-10,6,62.28,4.9,delivered
SHP17308,RT04,2018-01-11,12,92.99,5.3,delivered
SHP17309,RT02,2018-01-12,6,74.65,7.0,delivered
SHP17310,RT03,2018-01-13,13,85.37,5.4,delivered
SHP17311,RT02,2018-01-14,6,87.86,4.5,in_transit
SHP17312,RT02,2018-01-15,11,43.1,5.7,delivered
SHP17313,RT02,2018-01-16,12,71.01,8.8,delivered
SHP17314,RT02,2018-01-17,5,64.4,7.3,delivered
SHP17315,RT03,2018-01-18,5,76.41,4.9,delivered
SHP17316,RT04,2018-01-19,10,69.58,5.0,delivered
SHP17317,RT02,2018-01-20,12,79.63,6.9,delivered
SHP17318,RT03,2018-01-21,10,76.55,5.6,delivered
SHP17319,RT01,2018-01-22,6,81.96,7.8,in_transit
SHP17320,RT02,2018-01-23,14,84.68,4.8,in_transit
SHP17321,RT04,2018-01-24,13,35.04,5.1,in_transit
SHP17322,RT01,2018-01-25,10,52.14,6.7,delivered
SHP17323,RT04,2018-01-26,11,57.3,3.9,in_transit
SHP17324,RT03,2018-01-27,6,86.33,7.1,delivered
SHP17325,RT03,2018-01-28,9,66.06,4.1,delivered
SHP17326,RT02,2018-01-29,13,75.15,-0.6,in_transit
SHP17327,RT03,2018-01-30,3,54.75,7.8,failed
SHP17328,RT02,2018-01-31,14,62.76,7.2,delivered
SHP17329,RT04,2018-02-01,6,59.67,5.1,delivered
SHP17330,RT03,2018-02-02,14,77.67,5.0,in_transit
SHP17331,RT02,2018-02-03,16,87.95,5.9,delivered
SHP17332,RT03,2018-02-04,2,94.12,8.1,in_transit
SHP17333,RT02,2018-02-05,13,52.43,5.1,delivered
SHP17334,RT02,2018-02-06,5,73.38,5.9,failed
SHP17335,RT04,2018-02-07,7,89.77,6.7,in_transit
SHP17336,RT04,2018-02-08,7,73.33,1.2,delivered
SHP17337,RT02,2018-02-09,10,78.01,2.2,delivered
SHP17338,RT01,2018-02-10,7,51.27,2.4,failed
SHP17339,RT01,2018-02-11,16,75.84,4.0,delivered
SHP17340,RT03,2018-02-12,6,68.38,6.4,failed
SHP17341,RT03,2018-02-13,12,70.41,7.5,in_transit
SHP17342,RT02,2018-02-14,5,44.37,3.8,failed
SHP17343,RT01,2018-02-15,11,41.93,4.4,delivered
SHP17344,RT02,2018-02-16,12,32.65,8.1,failed
SHP17345,RT02,2018-02-17,8,30.6,3.3,delivered
SHP17346,RT02,2018-02-18,17,62.02,8.0,delivered
SHP17347,RT03,2018-02-19,6,88.42,6.1,delivered
SHP17348,RT01,2018-02-20,11,99.78,3.0,delivered
SHP17349,RT03,2018-02-21,15,93.06,4.9,delivered
SHP17350,RT02,2018-02-22,11,97.38,4.7,delivered
SHP17351,RT04,2018-02-23,6,92.79,1.6,failed
SHP17352,RT04,2018-02-24,5,92.74,4.7,delivered
SHP17353,RT03,2018-02-25,11,62.29,1.8,delivered
SHP17354,RT01,2018-02-26,12,68.63,5.9,delivered
SHP17355,RT01,2018-02-27,11,85.88,3.4,delivered
SHP17356,RT04,2018-02-28,12,63.06,4.6,failed
SHP17357,RT03,2018-03-01,6,85.34,2.9,failed
SHP17358,RT04,2018-03-02,13,85.49,1.9,in_transit
SHP17359,RT03,2018-03-03,12,65.29,1.0,in_transit
SHP17360,RT02,2018-03-04,10,76.69,4.4,failed
SHP17361,RT01,2018-03-05,10,66.52,4.2,delivered
SHP17362,RT03,2018-03-06,10,76.12,4.3,delivered
SHP17363,RT04,2018-03-07,9,59.6,3.0,delivered
SHP17364,RT04,2018-03-08,9,35.12,5.9,failed
SHP17365,RT02,2018-03-09,9,87.27,3.6,delivered
SHP17366,RT01,2018-03-10,11,57.82,4.8,delivered
SHP17367,RT01,2018-03-11,9,75.84,4.2,delivered
SHP17368,RT02,2018-03-12,11,89.43,7.6,delivered
SHP17369,RT04,2018-03-13,6,77.11,7.3,delivered
SHP17370,RT02,2018-03-14,9,95.1,3.1,delivered
SHP17371,RT04,2018-03-15,9,55.67,5.1,failed
SHP17372,RT04,2018-03-16,8,62.34,2.2,in_transit
SHP17373,RT01,2018-03-17,8,92.93,3.5,delivered
SHP17374,RT03,2018-03-18,8,96.71,4.6,delivered
SHP17375,RT02,2018-03-19,5,83.23,5.3,delivered
SHP17376,RT01,2018-03-20,9,92.67,3.9,delivered
SHP17377,RT03,2018-03-21,12,55.61,7.8,delivered
SHP17378,RT04,2018-03-22,8,42.78,4.7,delivered
SHP17379,RT04,2018-03-23,12,35.72,5.6,delivered
SHP17380,RT04,2018-03-24,12,92.02,2.7,delivered
SHP17381,RT03,2018-03-25,16,51.87,0.6,in_transit
SHP17382,RT03,2018-03-26,8,64.16,5.7,delivered
SHP17383,RT02,2018-03-27,13,68.73,4.3,in_transit
SHP17384,RT04,2018-03-28,9,61.33,2.5,delivered
SHP17385,RT04,2018-03-29,10,44.46,4.0,delivered
SHP17386,RT02,2018-03-30,6,62.29,2.5,delivered
SHP17387,RT03,2018-03-31,5,66.47,6.2,delivered
SHP17388,RT03,2018-04-01,11,96.23,6.4,delivered
SHP17389,RT02,2018-04-02,9,83.89,2.3,delivered
SHP17390,RT04,2018-04-03,11,71.03,5.6,delivered
SHP17391,RT04,2018-04-04,14,67.47,4.5,delivered
SHP17392,RT03,2018-04-05,8,85.21,3.2,delivered
SHP17393,RT01,2018-04-06,14,82.97,4.6,delivered
SHP17394,RT03,2018-04-07,10,54.08,6.8,delivered
SHP17395,RT04,2018-04-08,4,34.13,7.8,delivered
SHP17396,RT01,2018-04-09,10,51.55,6.9,delivered
SHP17397,RT01,2018-04-10,11,43.11,2.3,in_transit
SHP17398,RT04,2018-04-11,6,75.48,5.2,in_transit
SHP17399,RT04,2018-04-12,11,96.82,5.1,failed
SHP17400,RT01,2018-04-13,7,51.0,6.4,delivered
SHP17401,RT01,2018-04-14,11,98.21,5.8,in_transit
SHP17402,RT04,2018-04-15,5,76.66,6.5,delivered
SHP17403,RT02,2018-04-16,11,89.72,7.7,delivered
SHP17404,RT03,2018-04-17,7,51.39,1.5,in_transit
SHP17405,RT04,2018-04-18,14,59.62,3.4,failed
SHP17406,RT04,2018-04-19,12,99.81,2.7,delivered
SHP17407,RT02,2018-04-20,11,54.08,5.4,delivered
SHP17408,RT02,2018-04-21,15,65.19,5.5,in_transit
SHP17409,RT01,2018-04-22,13,69.03,4.7,delivered
SHP17410,RT02,2018-04-23,14,53.12,9.3,delivered
SHP17411,RT01,2018-04-24,10,93.6,3.7,delivered
SHP17412,RT01,2018-04-25,9,88.86,4.8,delivered
SHP17413,RT01,2018-04-26,11,50.09,9.3,failed
SHP17414,RT01,2018-04-27,13,85.07,4.5,delivered
SHP17415,RT04,2018-04-28,9,41.2,6.3,in_transit
SHP17416,RT04,2018-04-29,17,91.9,6.1,in_transit
SHP17417,RT02,2018-04-30,10,92.27,2.7,delivered
SHP17418,RT02,2018-05-01,13,31.12,5.4,in_transit
SHP17419,RT01,2018-05-02,12,48.54,9.1,delivered
SHP17420,RT01,2018-05-03,10,81.3,3.1,delivered
SHP17421,RT04,2018-05-04,10,35.86,6.9,delivered
SHP17422,RT02,2018-05-05,13,67.1,5.4,delivered
SHP17423,RT03,2018-05-06,14,71.07,5.7,delivered
SHP17424,RT02,2018-05-07,12,33.03,5.7,delivered
SHP17425,RT01,2018-05-08,10,62.14,4.7,delivered
SHP17426,RT02,2018-05-09,17,65.78,8.8,delivered
SHP17427,RT01,2018-05-10,12,34.55,8.5,delivered
SHP17428,RT02,2018-05-11,6,68.14,6.4,in_transit
SHP17429,RT01,2018-05-12,6,45.32,3.7,delivered
SHP17430,RT04,2018-05-13,5,43.21,5.9,delivered
SHP17431,RT01,2018-05-14,9,53.96,3.0,delivered
SHP17432,RT04,2018-05-15,8,81.97,6.3,delivered
SHP17433,RT04,2018-05-16,11,71.4,7.2,delivered
SHP17434,RT01,2018-05-17,7,77.96,3.0,delivered
SHP17435,RT03,2018-05-18,11,89.57,3.0,delivered
SHP17436,RT03,2018-05-19,19,73.89,6.8,delivered
SHP17437,RT04,2018-05-20,10,51.83,7.4,failed
SHP17438,RT03,2018-05-21,5,68.68,1.6,in_transit
SHP17439,RT02,2018-05-22,15,90.74,6.7,in_transit
SHP17440,RT03,2018-05-23,7,30.86,4.2,failed
SHP17441,RT03,2018-05-24,10,80.51,4.4,delivered
SHP17442,RT03,2018-05-25,9,45.55,6.7,delivered
SHP17443,RT04,2018-05-26,7,38.35,1.1,delivered
SHP17444,RT04,2018-05-27,13,42.76,0.4,delivered
SHP17445,RT04,2018-05-28,12,89.97,6.7,delivered
SHP17446,RT04,2018-05-29,9,52.24,2.7,failed
SHP17447,RT01,2018-05-30,13,96.59,4.4,delivered
SHP17448,RT01,2018-05-31,6,86.32,4.1,delivered
SHP17449,RT02,2018-06-01,11,90.43,0.4,delivered
SHP17450,RT02,2018-06-02,7,70.73,2.1,delivered
SHP17451,RT01,2018-06-03,13,74.19,5.0,in_transit
SHP17452,RT04,2018-06-04,8,75.02,5.6,failed
SHP17453,RT04,2018-06-05,10,62.21,6.9,in_transit
SHP17454,RT01,2018-06-06,12,32.09,7.1,delivered
SHP17455,RT01,2018-06-07,11,93.62,4.4,delivered
SHP17456,RT01,2018-06-08,7,90.85,6.8,in_transit
SHP17457,RT04,2018-06-09,14,33.09,3.2,in_transit
SHP17458,RT03,2018-06-10,7,59.38,4.1,delivered
SHP17459,RT01,2018-06-11,17,84.07,5.3,delivered
SHP17460,RT03,2018-06-12,10,59.47,4.8,in_transit
SHP17461,RT01,2018-06-13,6,48.03,6.6,delivered
SHP17462,RT02,2018-06-14,9,66.05,7.4,in_transit
SHP17463,RT03,2018-06-15,13,76.59,4.6,failed
SHP17464,RT03,2018-06-16,6,74.71,6.2,delivered
SHP17465,RT04,2018-06-17,10,72.7,4.2,delivered
SHP17466,RT02,2018-06-18,6,55.91,5.6,delivered
SHP17467,RT01,2018-06-19,15,39.41,2.1,in_transit
SHP17468,RT02,2018-06-20,8,48.45,6.8,delivered
SHP17469,RT04,2018-06-21,17,50.68,7.8,delivered
SHP17470,RT03,2018-06-22,12,93.14,2.3,failed
SHP17471,RT02,2018-06-23,5,62.47,3.7,delivered
SHP17472,RT02,2018-06-24,12,52.93,4.3,delivered
SHP17473,RT02,2018-06-25,6,39.63,2.8,delivered
SHP17474,RT02,2018-06-26,5,51.51,4.3,in_transit
SHP17475,RT03,2018-06-27,15,61.61,7.5,delivered
SHP17476,RT04,2018-06-28,8,56.32,6.2,failed
SHP17477,RT04,2018-06-29,5,36.56,2.6,delivered
SHP17478,RT02,2018-06-30,11,49.98,4.6,delivered
SHP17479,RT03,2018-07-01,11,92.86,9.6,delivered
SHP17480,RT02,2018-07-02,12,97.2,2.7,in_transit
SHP17481,RT04,2018-07-03,10,63.03,6.6,delivered
SHP17482,RT01,2018-07-04,13,71.09,5.9,delivered
SHP17483,RT04,2018-07-05,9,96.56,6.8,delivered
SHP17484,RT04,2018-07-06,9,77.69,1.6,delivered
SHP17485,RT04,2018-07-07,11,68.25,3.0,delivered
SHP17486,RT03,2018-07-08,4,81.8,6.8,delivered
SHP17487,RT02,2018-07-09,5,66.99,5.8,delivered
SHP17488,RT02,2018-07-10,8,30.4,4.1,delivered
SHP17489,RT01,2018-07-11,8,80.84,4.1,delivered
SHP17490,RT04,2018-07-12,10,90.65,6.6,delivered
SHP17491,RT02,2018-07-13,9,80.24,7.6,failed
SHP17492,RT01,2018-07-14,12,53.12,4.1,in_transit
SHP17493,RT04,2018-07-15,13,90.17,6.2,delivered
SHP17494,RT02,2018-07-16,5,43.0,-0.8,in_transit
SHP17495,RT01,2018-07-17,8,99.32,7.6,in_transit
SHP17496,RT02,2018-07-18,11,95.82,2.8,delivered
SHP17497,RT01,2018-07-19,9,80.95,8.5,delivered
SHP17498,RT01,2018-07-20,6,86.46,6.7,failed
SHP17499,RT04,2018-07-21,7,60.66,4.6,delivered
SHP17500,RT03,2018-07-22,8,85.19,1.2,delivered
SHP17501,RT04,2018-07-23,9,69.67,5.8,delivered
SHP17502,RT03,2018-07-24,17,80.59,4.9,failed
SHP17503,RT02,2018-07-25,15,35.35,8.7,failed
SHP17504,RT01,2018-07-26,7,84.91,7.1,delivered
SHP17505,RT01,2018-07-27,8,67.01,-0.3,failed
SHP17506,RT02,2018-07-28,4,92.81,3.7,delivered
SHP17507,RT02,2018-07-29,10,93.02,1.7,in_transit
SHP17508,RT02,2018-07-30,9,74.63,6.0,in_transit
SHP17509,RT03,2018-07-31,12,71.73,3.2,delivered
SHP17510,RT01,2018-08-01,11,45.95,3.3,delivered
SHP17511,RT04,2018-08-02,7,53.33,5.1,delivered
SHP17512,RT02,2018-08-03,12,76.32,1.9,delivered
SHP17513,RT02,2018-08-04,13,53.81,5.0,failed
SHP17514,RT03,2018-08-05,9,73.89,3.0,delivered
SHP17515,RT01,2018-08-06,12,39.78,1.2,delivered
SHP17516,RT01,2018-08-07,15,71.81,3.2,delivered
SHP17517,RT01,2018-08-08,8,41.15,6.7,delivered
SHP17518,RT03,2018-08-09,4,93.06,3.4,delivered
SHP17519,RT01,2018-08-10,12,86.5,3.4,in_transit
SHP17520,RT02,2018-08-11,10,67.22,1.3,delivered
SHP17521,RT04,2018-08-12,12,31.87,3.4,delivered
SHP17522,RT03,2018-08-13,11,97.07,5.8,in_transit
SHP17523,RT03,2018-08-14,16,82.0,5.4,delivered
SHP17524,RT04,2018-08-15,13,94.35,6.3,failed
SHP17525,RT02,2018-08-16,7,53.9,3.0,delivered
SHP17526,RT02,2018-08-17,10,78.94,5.6,delivered
SHP17527,RT01,2018-08-18,6,63.51,7.2,in_transit
SHP17528,RT02,2018-08-19,14,30.9,5.5,delivered
SHP17529,RT04,2018-08-20,12,36.51,4.3,in_transit
